epoch,accuracy,loss,val_accuracy,val_loss
0,0.15758273005485535,2.9561984539031982,0.1335100382566452,1.8508564233779907
1,0.15869860351085663,2.9175708293914795,0.1427176296710968,1.8470994234085083
2,0.1652195155620575,2.9190564155578613,0.1427176296710968,1.8544251918792725
3,0.1598493605852127,2.91792368888855,0.1155133917927742,1.8721635341644287
4,0.16176727414131165,2.917999505996704,0.1156529039144516,1.8528940677642822
5,0.16145342588424683,2.9174458980560303,0.1715959757566452,1.8575725555419922
6,0.16173240542411804,2.9171910285949707,0.1739676296710968,1.857993245124817
7,0.16277852654457092,2.915414571762085,0.1428571492433548,1.8539327383041382
8,0.15646685659885406,2.915782928466797,0.1335100382566452,1.8526954650878906
9,0.16309237480163574,2.913698434829712,0.1157924085855484,1.8453153371810913
10,0.16190674901008606,2.9149551391601562,0.142578125,1.855069875717163
11,0.15653659403324127,2.912245035171509,0.2473493367433548,1.845115065574646
12,0.18167869746685028,2.9113547801971436,0.173828125,1.8523391485214233
13,0.16438260674476624,2.9116899967193604,0.1336495578289032,1.8521690368652344
14,0.18558426201343536,2.90942120552063,0.1717354953289032,1.8506559133529663
15,0.17473933100700378,2.908442497253418,0.1157924085855484,1.8516322374343872
16,0.1624995619058609,2.9080586433410645,0.1427176296710968,1.8493565320968628
17,0.1471562534570694,2.9079718589782715,0.1156529039144516,1.8486162424087524
18,0.13397496938705444,2.9079010486602783,0.1336495578289032,1.8472179174423218
19,0.16860201954841614,2.907625675201416,0.1735491007566452,1.848561406135559
20,0.14959724247455597,2.9075560569763184,0.1335100382566452,1.8475589752197266
21,0.16846252977848053,2.9078667163848877,0.1428571492433548,1.8487141132354736
22,0.15095721185207367,2.9078071117401123,0.2472098171710968,1.8464971780776978
23,0.18227151036262512,2.907888412475586,0.1424386203289032,1.848317265510559
24,0.14468041062355042,2.9077794551849365,0.1157924085855484,1.8485182523727417
25,0.1250130832195282,2.907670021057129,0.1427176296710968,1.8477849960327148
26,0.15719914436340332,2.9077799320220947,0.2474888414144516,1.847791075706482
27,0.16291801631450653,2.907405376434326,0.1734095960855484,1.8473150730133057
28,0.15374690294265747,2.907677173614502,0.1333705335855484,1.8492928743362427
29,0.1431111991405487,2.907508134841919,0.1735491007566452,1.8471086025238037
30,0.1597447395324707,2.9074161052703857,0.1333705335855484,1.8485023975372314
31,0.17139171063899994,2.907244920730591,0.1732700914144516,1.8481899499893188
32,0.16208110749721527,2.9075446128845215,0.1335100382566452,1.849331021308899
33,0.15779195725917816,2.908079147338867,0.1159319207072258,1.8493596315383911
34,0.1348118633031845,2.9072704315185547,0.1159319207072258,1.8478338718414307
35,0.1610698401927948,2.9072539806365967,0.1715959757566452,1.848124623298645
36,0.16445234417915344,2.9073233604431152,0.1717354953289032,1.8483246564865112
37,0.150155171751976,2.9076616764068604,0.1736886203289032,1.8491064310073853
38,0.1374969482421875,2.9077870845794678,0.1735491007566452,1.8475061655044556
39,0.1583150327205658,2.9074437618255615,0.173828125,1.8468246459960938
40,0.166509747505188,2.9078898429870605,0.1736886203289032,1.8461320400238037
41,0.17997001111507416,2.9071340560913086,0.1335100382566452,1.8482115268707275
42,0.1373574584722519,2.9079108238220215,0.1332310289144516,1.8473106622695923
43,0.16637025773525238,2.90767502784729,0.1159319207072258,1.8473941087722778
44,0.18670015037059784,2.9077847003936768,0.1333705335855484,1.8499259948730469
45,0.13645081222057343,2.9078545570373535,0.1428571492433548,1.8495161533355713
46,0.16180214285850525,2.9074954986572266,0.1156529039144516,1.8488986492156982
47,0.15325871109962463,2.9074110984802246,0.173828125,1.847799301147461
48,0.1557694375514984,2.9075493812561035,0.2467912882566452,1.8465393781661987
49,0.17034557461738586,2.9076180458068848,0.2473493367433548,1.8465023040771484
0,0.16037702560424805,3.4480478763580322,1e-04,0.1411830335855484,1.9362150430679321
1,0.17863501608371735,3.3763346672058105,1e-04,0.1904296875,1.90240478515625
2,0.20108221471309662,3.3385677337646484,1e-04,0.1901506632566452,1.8824462890625
3,0.22133007645606995,3.277341604232788,1e-04,0.2004743367433548,1.855182409286499
4,0.23780764639377594,3.2300705909729004,1e-04,0.3157086968421936,1.746986985206604
5,0.26479315757751465,3.162755250930786,1e-04,0.2672991156578064,1.8175371885299683
6,0.2854599356651306,3.095979928970337,1e-04,0.3053850531578064,1.75925612449646
7,0.3142258822917938,3.023970603942871,1e-04,0.3564453125,1.648499608039856
8,0.33063361048698425,2.9657771587371826,1e-04,0.3650948703289032,1.6245527267456055
9,0.3403037190437317,2.929105520248413,1e-04,0.451171875,1.4502811431884766
10,0.35821259021759033,2.888765573501587,1e-04,0.3709542453289032,1.6438026428222656
11,0.36893001198768616,2.8366429805755615,1e-04,0.3832310140132904,1.6035069227218628
12,0.3875719904899597,2.7738232612609863,1e-04,0.4338727593421936,1.4824289083480835
13,0.3881305754184723,2.7532849311828613,1e-04,0.4605189859867096,1.4204221963882446
14,0.40286263823509216,2.7137839794158936,1e-04,0.4465680718421936,1.4875234365463257
15,0.41169488430023193,2.674582004547119,1e-04,0.4292689859867096,1.5331532955169678
16,0.4168615937232971,2.649444103240967,1e-04,0.4457310140132904,1.4777812957763672
17,0.42866119742393494,2.6415855884552,1e-04,0.48046875,1.3667528629302979
18,0.42914992570877075,2.5937280654907227,1e-04,0.4776785671710968,1.4066473245620728
19,0.4369348883628845,2.561640977859497,1e-04,0.4930245578289032,1.3473408222198486
20,0.44478967785835266,2.5443637371063232,1e-04,0.5026506781578064,1.3298256397247314
21,0.45337754487991333,2.4968318939208984,1e-04,0.5140904188156128,1.3095324039459229
22,0.4534822702407837,2.5004568099975586,1e-04,0.5015345811843872,1.335247278213501
23,0.459870845079422,2.4696390628814697,1e-04,0.5411551594734192,1.231819987297058
24,0.46287310123443604,2.458353281021118,1e-04,0.5365513563156128,1.2336196899414062
25,0.4696107506752014,2.4350595474243164,1e-04,0.5027901530265808,1.3602781295776367
26,0.4737650454044342,2.41031813621521,1e-04,0.5334821343421936,1.2767717838287354
27,0.4749869108200073,2.372680425643921,1e-04,0.5418526530265808,1.2506247758865356
28,0.4770466089248657,2.3739709854125977,1e-04,0.5094866156578064,1.3397789001464844
29,0.4774306118488312,2.374760866165161,1e-04,0.546875,1.21072518825531
30,0.4819689393043518,2.3457119464874268,1e-04,0.5083705186843872,1.3346331119537354
31,0.4868912696838379,2.3412442207336426,1e-04,0.5313895344734192,1.2650538682937622
32,0.48772910237312317,2.3173987865448,1e-04,0.5373883843421936,1.2368676662445068
33,0.4941176474094391,2.2962489128112793,1e-04,0.5393415093421936,1.250580072402954
34,0.49293071031570435,2.2954721450805664,1e-04,0.5743582844734192,1.1422884464263916
35,0.49890032410621643,2.2732958793640137,1e-04,0.5728236436843872,1.168495774269104
36,0.5042765140533447,2.2596275806427,1e-04,0.572265625,1.1479274034500122
37,0.5047652125358582,2.255612373352051,1e-04,0.5558035969734192,1.1778812408447266
38,0.507104218006134,2.2358314990997314,1e-04,0.5551060438156128,1.207822561264038
39,0.5056030750274658,2.227905750274658,1e-04,0.53515625,1.2642048597335815
40,0.513737142086029,2.2167580127716064,1e-04,0.5754743218421936,1.148344874382019
41,0.5143306255340576,2.2134649753570557,1e-04,0.5887276530265808,1.101097583770752
42,0.512724757194519,2.1974217891693115,1e-04,0.5740792155265808,1.1380033493041992
43,0.5146796703338623,2.1884114742279053,1e-04,0.568359375,1.1715201139450073
44,0.5210333466529846,2.165069341659546,1e-04,0.5717076063156128,1.1591739654541016
