epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.21077531576156616,2.5217175483703613,1e-04,0.33984375,1.8015788793563843
1,0.3140870928764343,2.3534624576568604,1e-04,0.3759765625,1.6475937366485596
2,0.3598049581050873,2.2150356769561768,1e-04,0.4107421934604645,1.5475727319717407
3,0.38481220602989197,2.1248159408569336,1e-04,0.42949217557907104,1.487365961074829
4,0.4135367274284363,2.059675455093384,1e-04,0.4345703125,1.44216787815094
5,0.4203920066356659,2.0210676193237305,1e-04,0.44160157442092896,1.4226911067962646
6,0.4298059344291687,1.9878243207931519,1e-04,0.46210938692092896,1.3970253467559814
7,0.4402819275856018,1.9630934000015259,1e-04,0.4615234434604645,1.3988152742385864
8,0.4451095759868622,1.9459152221679688,1e-04,0.4716796875,1.3654286861419678
9,0.45278555154800415,1.9202951192855835,1e-04,0.46484375,1.3716312646865845
10,0.45592352747917175,1.908604621887207,1e-04,0.45527344942092896,1.367226243019104
11,0.46340638399124146,1.8985143899917603,1e-04,0.4761718809604645,1.3580526113510132
12,0.4613787829875946,1.89332115650177,1e-04,0.47929686307907104,1.319443941116333
13,0.4697306156158447,1.8774851560592651,1e-04,0.48847657442092896,1.3029706478118896
14,0.47253066301345825,1.864627718925476,1e-04,0.4931640625,1.3024041652679443
15,0.47644105553627014,1.8567423820495605,1e-04,0.49394530057907104,1.3105508089065552
16,0.473930686712265,1.8552143573760986,1e-04,0.5013672113418579,1.2981503009796143
17,0.4778410792350769,1.841142177581787,1e-04,0.48417967557907104,1.3160006999969482
18,0.4768272638320923,1.835074543952942,1e-04,0.5025390386581421,1.2777100801467896
19,0.48363426327705383,1.826130747795105,1e-04,0.4898437559604645,1.302718997001648
0,0.16689196228981018,2.577069044113159,1e-04,0.1884765625,1.94473135471344
1,0.1502365618944168,2.5607850551605225,1e-04,0.12128905951976776,1.9467699527740479
2,0.13536737859249115,2.560676336288452,1e-04,0.18828125298023224,1.9449344873428345
3,0.15858839452266693,2.5606844425201416,1e-04,0.09589843451976776,1.946213722229004
4,0.12474654614925385,2.561173439025879,1e-04,0.1884765625,1.9457120895385742
5,0.14478130638599396,2.5607376098632812,1e-04,0.12128905951976776,1.946523666381836
6,0.1376846581697464,2.5609190464019775,1e-04,0.18613281846046448,1.9458929300308228
