epoch,accuracy,loss,val_accuracy,val_loss
0,0.24273288249969482,2.2930617332458496,0.4210621416568756,1.282363772392273
1,0.43030330538749695,1.7938328981399536,0.49313583970069885,1.2076959609985352
2,0.47726351022720337,1.6791863441467285,0.5641257166862488,1.0691713094711304
3,0.508134663105011,1.612117052078247,0.5558164715766907,1.0661273002624512
4,0.5260264277458191,1.5725464820861816,0.5839956402778625,1.0200679302215576
5,0.5307585000991821,1.5495624542236328,0.5792991518974304,1.0365641117095947
6,0.5481094121932983,1.517017126083374,0.5932080745697021,1.0020272731781006
7,0.5526161789894104,1.5011781454086304,0.5924855470657349,0.9837801456451416
8,0.5606832504272461,1.4782873392105103,0.6038656234741211,0.9727729558944702
9,0.5638379454612732,1.4735081195831299,0.6147037744522095,0.9566934108734131
10,0.5710036754608154,1.4524768590927124,0.6091040372848511,0.9622060060501099
11,0.5757808089256287,1.4360053539276123,0.61976158618927,0.9540435075759888
12,0.5824958086013794,1.4295780658721924,0.5747832655906677,1.024887204170227
13,0.5824507474899292,1.4244117736816406,0.6246387362480164,0.9341742992401123
14,0.5864167213439941,1.4132184982299805,0.5977239608764648,0.9664545059204102
15,0.5864167213439941,1.407235860824585,0.6063945293426514,0.9796395897865295
16,0.5919599533081055,1.3984721899032593,0.6219291687011719,0.9401968121528625
17,0.592635989189148,1.3899518251419067,0.6143425107002258,0.952907145023346
18,0.5962413549423218,1.3864654302597046,0.625,0.9270399808883667
19,0.5969173908233643,1.3852417469024658,0.636199414730072,0.9246519207954407
20,0.5961962938308716,1.3843748569488525,0.629154622554779,0.9253478050231934
21,0.6006579995155334,1.3732309341430664,0.6056719422340393,0.9778052568435669
22,0.6022804379463196,1.3641605377197266,0.6246387362480164,0.9341548681259155
23,0.603407084941864,1.3630321025848389,0.6195809245109558,0.9546623229980469
24,0.6067420840263367,1.3568665981292725,0.6298771500587463,0.940912663936615
25,0.6065618395805359,1.3490720987319946,0.6452311873435974,0.9166706204414368
