epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.22616927325725555,3.487927198410034,1e-04,0.20928697288036346,1.7404536008834839
0,0.24200956523418427,3.4973225593566895,1e-04,0.20818662643432617,1.7386062145233154
1,0.24697722494602203,3.4776036739349365,1e-04,0.16043134033679962,1.7513904571533203
2,0.2648795545101166,3.470522165298462,1e-04,0.16043134033679962,1.7528660297393799
3,0.25700628757476807,3.4737751483917236,1e-04,0.159771129488945,1.758639931678772
4,0.24238447844982147,3.469356060028076,1e-04,0.38974472880363464,1.7416857481002808
5,0.22373230755329132,3.471654176712036,1e-04,0.16043134033679962,1.7358120679855347
6,0.25672510266304016,3.467297077178955,1e-04,0.16021126508712769,1.7343944311141968
7,0.2595369815826416,3.4644274711608887,1e-04,0.16065141558647156,1.7355841398239136
8,0.2527884542942047,3.4682304859161377,1e-04,0.20928697288036346,1.7398048639297485
9,0.25588151812553406,3.472536563873291,1e-04,0.15999118983745575,1.7369906902313232
10,0.2526009976863861,3.4676401615142822,1e-04,0.20752641558647156,1.7324259281158447
11,0.251944899559021,3.4638471603393555,1e-04,0.20752641558647156,1.7333199977874756
12,0.2368544340133667,3.4669148921966553,1e-04,0.20796655118465424,1.7328654527664185
13,0.24529008567333221,3.469416379928589,1e-04,0.20994718372821808,1.7483683824539185
14,0.2601930797100067,3.4680631160736084,1e-04,0.20796655118465424,1.7442021369934082
15,0.22851251065731049,3.4691498279571533,1e-04,0.16021126508712769,1.7513896226882935
16,0.25438186526298523,3.4671695232391357,1e-04,0.26518484950065613,1.7450381517410278
17,0.2599118947982788,3.468391180038452,1e-04,0.16065141558647156,1.7428288459777832
18,0.2437904179096222,3.464386463165283,1e-04,0.21104753017425537,1.7486515045166016
19,0.2536320090293884,3.4618873596191406,1e-04,0.16065141558647156,1.743560552597046
20,0.22645045816898346,3.4687416553497314,1e-04,0.15955105423927307,1.769161581993103
21,0.23844784498214722,3.4683191776275635,5e-05,0.15889084339141846,1.7447550296783447
22,0.27762678265571594,3.4668285846710205,5e-05,0.16043134033679962,1.7442030906677246
23,0.23488612473011017,3.463435173034668,5e-05,0.20906689763069153,1.7375420331954956
24,0.2725653648376465,3.4653220176696777,5e-05,0.16021126508712769,1.7531545162200928
25,0.26300495862960815,3.465674877166748,5e-05,0.17715668678283691,1.747747778892517
26,0.23516730964183807,3.4655001163482666,5e-05,0.15955105423927307,1.7378493547439575
27,0.2436029613018036,3.4647164344787598,5e-05,0.2095070481300354,1.7372792959213257
28,0.24819570779800415,3.460970401763916,5e-05,0.38556337356567383,1.729218602180481
29,0.2669416069984436,3.4637179374694824,5e-05,0.3877640962600708,1.7384403944015503
30,0.279501348733902,3.464179277420044,5e-05,0.16043134033679962,1.7356621026992798
31,0.22391976416110992,3.4640262126922607,5e-05,0.16131162643432617,1.7324390411376953
32,0.26225513219833374,3.463613271713257,5e-05,0.3877640962600708,1.7386854887008667
33,0.2720029950141907,3.4607479572296143,5e-05,0.15999118983745575,1.7376736402511597
34,0.258224755525589,3.462150812149048,5e-05,0.1608714759349823,1.7323297262191772
35,0.2592557966709137,3.4632368087768555,5e-05,0.16021126508712769,1.7457760572433472
36,0.26300495862960815,3.465230703353882,5e-05,0.1608714759349823,1.753745436668396
37,0.237510547041893,3.4628827571868896,5e-05,0.15999118983745575,1.7499068975448608
38,0.27715811133384705,3.463176727294922,5e-05,0.1591109186410904,1.7411530017852783
39,0.22682538628578186,3.4600460529327393,2.5e-05,0.16065141558647156,1.744871735572815
0,0.26459836959838867,3.5611860752105713,1e-04,0.17341549694538116,1.8617995977401733
1,0.32252320647239685,3.352785348892212,1e-04,0.21720950305461884,1.7968677282333374
2,0.35898396372795105,3.2320339679718018,1e-04,0.2112676054239273,1.8144989013671875
3,0.38841503858566284,3.156935453414917,1e-04,0.22953344881534576,1.8461898565292358
4,0.415409117937088,3.050966262817383,1e-04,0.21214789152145386,1.920338749885559
5,0.44212204217910767,2.9714014530181885,1e-04,0.2112676054239273,1.850313425064087
6,0.4571187496185303,2.89298152923584,1e-04,0.21104753017425537,1.8589653968811035
7,0.47633329033851624,2.824547529220581,1e-04,0.1470070481300354,1.9321035146713257
8,0.4818633496761322,2.775470495223999,1e-04,0.31866195797920227,1.7517261505126953
9,0.5093261003494263,2.6765565872192383,1e-04,0.3461707830429077,1.703214168548584
10,0.5241353511810303,2.625880479812622,1e-04,0.199603870511055,1.9934006929397583
11,0.5318211913108826,2.565147876739502,1e-04,0.23525528609752655,1.9061393737792969
12,0.5348204970359802,2.530362844467163,1e-04,0.2442781627178192,2.0489091873168945
13,0.5637829303741455,2.451406478881836,1e-04,0.2546214759349823,1.9518376588821411
14,0.5701565146446228,2.3868303298950195,1e-04,0.39722710847854614,1.618289589881897
15,0.5759677290916443,2.3590829372406006,1e-04,0.23239436745643616,2.0287110805511475
16,0.5850595235824585,2.30802321434021,1e-04,0.22469189763069153,2.016637086868286
17,0.5924641489982605,2.275758743286133,1e-04,0.2720070481300354,2.162135362625122
18,0.6015558838844299,2.2219226360321045,1e-04,0.45642605423927307,1.4569343328475952
19,0.6092417240142822,2.158982038497925,1e-04,0.23987676203250885,2.260345458984375
20,0.6161777377128601,2.14646053314209,1e-04,0.2684859037399292,1.8402851819992065
21,0.6292998194694519,2.100457191467285,1e-04,0.3391285240650177,1.7350704669952393
22,0.6344549655914307,2.066303014755249,1e-04,0.22909331321716309,1.9944015741348267
23,0.6395163536071777,2.040008783340454,1e-04,0.15228873491287231,2.588674306869507
24,0.6340800523757935,2.028740406036377,1e-04,0.22601231932640076,2.4482197761535645
25,0.6443902850151062,1.9852632284164429,1e-04,0.25550174713134766,2.06816029548645
26,0.6512325406074524,1.9308620691299438,1e-04,0.3853433132171631,1.7558825016021729
27,0.6517949104309082,1.9081271886825562,1e-04,0.38578346371650696,1.6674576997756958
28,0.6611678600311279,1.886853814125061,1e-04,0.16307218372821808,2.2961361408233643
29,0.675883412361145,1.823075532913208,5e-05,0.5470950603485107,1.2323241233825684
30,0.6837566494941711,1.7762573957443237,5e-05,0.3459506928920746,1.7265450954437256
31,0.6853500604629517,1.770330548286438,5e-05,0.4300176203250885,1.4855879545211792
32,0.688443124294281,1.743268370628357,5e-05,0.3397887349128723,1.7948294878005981
33,0.6898490786552429,1.7244367599487305,5e-05,0.41175174713134766,1.5784786939620972
34,0.6950042247772217,1.7100772857666016,5e-05,0.29203346371650696,2.113060235977173
35,0.6995969414710999,1.6736148595809937,5e-05,0.49339789152145386,1.3756731748580933
