epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.18865369260311127,2.5254781246185303,1e-04,0.13590116798877716,1.9987469911575317
1,0.2541409134864807,2.394489049911499,1e-04,0.2861555218696594,1.8155148029327393
2,0.29403799772262573,2.3041157722473145,1e-04,0.32085755467414856,1.7807258367538452
3,0.3311820328235626,2.2335855960845947,1e-04,0.37300145626068115,1.5838593244552612
4,0.3484226167201996,2.1801648139953613,1e-04,0.41606104373931885,1.5630947351455688
5,0.36963486671447754,2.129485845565796,1e-04,0.3635537922382355,1.6491957902908325
6,0.3856568932533264,2.0948431491851807,1e-04,0.35864827036857605,1.5788094997406006
7,0.4013630151748657,2.0654139518737793,1e-04,0.41315406560897827,1.5409880876541138
8,0.41205939650535583,2.0342986583709717,1e-04,0.4502180218696594,1.4430038928985596
9,0.431917667388916,1.9948961734771729,1e-04,0.39643895626068115,1.532441258430481
10,0.443561851978302,1.9623738527297974,1e-04,0.424236923456192,1.4188926219940186
11,0.4575529098510742,1.934422492980957,1e-04,0.37154796719551086,1.6038931608200073
12,0.4645484387874603,1.9071236848831177,1e-04,0.4831031858921051,1.423653483390808
13,0.4783138632774353,1.8859461545944214,1e-04,0.3370276093482971,1.7020496129989624
14,0.48819786310195923,1.864598035812378,1e-04,0.4907340109348297,1.3788294792175293
15,0.4909058213233948,1.8402113914489746,1e-04,0.5279796719551086,1.37010657787323
16,0.5001128315925598,1.826145887374878,1e-04,0.5450581312179565,1.2796958684921265
17,0.5066118836402893,1.7988301515579224,1e-04,0.4671148359775543,1.4279446601867676
18,0.5134720206260681,1.7808959484100342,1e-04,0.5297965407371521,1.3034279346466064
19,0.5158189535140991,1.768056869506836,1e-04,0.39625728130340576,1.5858763456344604
20,0.5218666791915894,1.7476774454116821,1e-04,0.5506904125213623,1.2189079523086548
21,0.5216861367225647,1.7417298555374146,1e-04,0.5136264562606812,1.28795325756073
22,0.531840980052948,1.7151503562927246,1e-04,0.4725654125213623,1.4370743036270142
23,0.5414993166923523,1.7000160217285156,1e-04,0.5559592843055725,1.2046512365341187
24,0.5417249798774719,1.6806988716125488,1e-04,0.5428779125213623,1.2575126886367798
25,0.5443426370620728,1.672161340713501,1e-04,0.5456032156944275,1.3572319746017456
26,0.5489912629127502,1.6590940952301025,1e-04,0.45276162028312683,1.2705177068710327
27,0.5463284850120544,1.6566064357757568,1e-04,0.47710755467414856,1.229148507118225
28,0.558333694934845,1.624394416809082,1e-04,0.5432412624359131,1.2465764284133911
29,0.5561222434043884,1.6251685619354248,1e-04,0.5419694781303406,1.2584056854248047
30,0.5596425533294678,1.612131118774414,1e-04,0.5450581312179565,1.2859766483306885
31,0.5644717216491699,1.5913618803024292,1e-04,0.5764898061752319,1.228441596031189
32,0.5657805800437927,1.5954197645187378,1e-04,0.5605014562606812,1.2140086889266968
33,0.57354336977005,1.5758017301559448,1e-04,0.5824854373931885,1.1608840227127075
34,0.5787335634231567,1.564502239227295,1e-04,0.36755087971687317,1.7279006242752075
35,0.5770636796951294,1.5671405792236328,1e-04,0.554142415523529,1.1508336067199707
36,0.5792751908302307,1.5517292022705078,1e-04,0.5292514562606812,1.2331409454345703
37,0.5802229642868042,1.5469435453414917,1e-04,0.5952034592628479,1.144668698310852
38,0.5872184634208679,1.5336270332336426,1e-04,0.5888444781303406,1.0865644216537476
39,0.5887981057167053,1.5267583131790161,1e-04,0.5764898061752319,1.1141083240509033
40,0.5921830534934998,1.5186047554016113,1e-04,0.5334302186965942,1.2527207136154175
41,0.5942591428756714,1.5089210271835327,1e-04,0.6086482405662537,1.1028097867965698
42,0.5920476317405701,1.5089842081069946,1e-04,0.48528343439102173,1.2687101364135742
43,0.5920476317405701,1.5027220249176025,1e-04,0.5866642594337463,1.2049872875213623
44,0.5919122695922852,1.4976738691329956,1e-04,0.578670084476471,1.1582398414611816
45,0.5953874588012695,1.4813854694366455,1e-04,0.5605014562606812,1.121479868888855
46,0.6013900637626648,1.4805299043655396,1e-04,0.5735828280448914,1.2096343040466309
47,0.6062192320823669,1.4727809429168701,1e-04,0.5815770626068115,1.0955348014831543
48,0.6055422425270081,1.4645025730133057,1e-04,0.5892078280448914,1.1374038457870483
49,0.6151554584503174,1.4330835342407227,5e-05,0.6090116500854492,1.081303596496582
50,0.6197589635848999,1.4288084506988525,5e-05,0.6228197813034058,1.019971489906311
51,0.6218802332878113,1.4172741174697876,5e-05,0.6188226938247681,1.0143499374389648
52,0.6200749278068542,1.4185713529586792,5e-05,0.6024709343910217,1.0443108081817627
53,0.6230536699295044,1.4141336679458618,5e-05,0.5993822813034058,1.0965089797973633
