epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.19073952734470367,5.212915897369385,0.001,0.2539612650871277,1.9496567249298096
1,0.28559377789497375,5.053986072540283,0.001,0.31272006034851074,1.8625702857971191
2,0.30827632546424866,5.012364387512207,0.001,0.30193662643432617,1.8280936479568481
3,0.28521886467933655,5.013525009155273,0.001,0.22953344881534576,1.9624028205871582
4,0.29393571615219116,4.9493560791015625,0.001,0.2634243071079254,1.9150958061218262
5,0.27622082829475403,4.95005989074707,0.001,0.2552816867828369,1.9159125089645386
6,0.28409409523010254,4.920410633087158,0.001,0.33186620473861694,1.7799493074417114
7,0.29084262251853943,4.878945350646973,0.001,0.3142605721950531,1.8177709579467773
8,0.2907488942146301,4.860650062561035,0.001,0.3540933132171631,1.785029411315918
9,0.3099634349346161,4.848930358886719,0.001,0.3334066867828369,1.7575279474258423
10,0.3046208620071411,4.8007097244262695,0.001,0.3362676203250885,1.7338212728500366
11,0.32177335023880005,4.753515243530273,0.001,0.4242957830429077,1.584096074104309
12,0.334708034992218,4.721232891082764,0.001,0.39106515049934387,1.6891316175460815
13,0.33733245730400085,4.703242301940918,0.001,0.36377641558647156,1.7373908758163452
14,0.3542974889278412,4.652990818023682,0.001,0.4172535240650177,1.608216404914856
15,0.35860905051231384,4.5803070068359375,0.001,0.34881162643432617,1.7110804319381714
16,0.3634829819202423,4.601022243499756,0.001,0.4751320481300354,1.481454610824585
17,0.37416815757751465,4.53187894821167,0.001,0.44806337356567383,1.540364384651184
18,0.3852282166481018,4.505683898925781,0.001,0.4143926203250885,1.6170660257339478
19,0.38972723484039307,4.494862079620361,0.001,0.4727112650871277,1.4978175163269043
20,0.4003186821937561,4.434657573699951,0.001,0.42495599389076233,1.5889571905136108
21,0.399662584066391,4.432432651519775,0.001,0.4463028311729431,1.5375269651412964
22,0.399662584066391,4.419210433959961,0.001,0.4346390962600708,1.566360354423523
23,0.41025400161743164,4.3797149658203125,0.001,0.4196743071079254,1.589500069618225
24,0.4068797528743744,4.3272600173950195,0.001,0.500660240650177,1.4312127828598022
25,0.41053518652915955,4.314773082733154,0.001,0.49449825286865234,1.3909409046173096
26,0.41981440782546997,4.293112754821777,0.001,0.46390846371650696,1.4755752086639404
27,0.4131596088409424,4.2882561683654785,0.001,0.4658890962600708,1.4677774906158447
28,0.43424874544143677,4.264918327331543,0.001,0.45686620473861694,1.5089713335037231
29,0.42487579584121704,4.249290943145752,0.001,0.4311179518699646,1.5787299871444702
30,0.44109100103378296,4.176158905029297,0.001,0.40933099389076233,1.6458293199539185
31,0.4291873574256897,4.218025207519531,0.001,0.4711707830429077,1.502227544784546
32,0.4374355673789978,4.185274600982666,0.001,0.4729313254356384,1.4961572885513306
33,0.44155967235565186,4.1708245277404785,0.001,0.48459506034851074,1.5089678764343262
34,0.4446527361869812,4.120048522949219,0.001,0.47777289152145386,1.4709032773971558
35,0.4447464644908905,4.107365131378174,0.001,0.4900968372821808,1.4224992990493774
36,0.4536507725715637,4.0414509773254395,0.0005,0.5422534942626953,1.3096190690994263
37,0.4648045599460602,4.004427909851074,0.0005,0.516285240650177,1.3787652254104614
38,0.4648045599460602,4.030345439910889,0.0005,0.50154048204422,1.409820795059204
39,0.46986597776412964,3.996161937713623,0.0005,0.47601231932640076,1.450944185256958
40,0.47192803025245667,3.979463815689087,0.0005,0.5288292169570923,1.3427244424819946
41,0.47605210542678833,3.9569320678710938,0.0005,0.5211267471313477,1.3443571329116821
42,0.4679913818836212,3.980973720550537,0.0005,0.4982394278049469,1.4203431606292725
43,0.47117817401885986,3.966567039489746,0.0005,0.5110034942626953,1.4060372114181519
44,0.47689568996429443,3.938157558441162,0.0005,0.4300176203250885,1.6152236461639404
45,0.47127190232276917,3.964402675628662,0.0005,0.530589759349823,1.3302427530288696
46,0.4742712676525116,3.9288864135742188,0.0005,0.5242077708244324,1.342977523803711
47,0.4799887537956238,3.897916078567505,0.00025,0.5145246386528015,1.3807357549667358
48,0.48683100938796997,3.8590009212493896,0.00025,0.516285240650177,1.3712751865386963
49,0.4887056052684784,3.8946120738983154,0.00025,0.5167253613471985,1.3804806470870972
50,0.4896428883075714,3.800589084625244,0.00025,0.5321303009986877,1.315834641456604
51,0.49198612570762634,3.8500583171844482,0.00025,0.5127640962600708,1.3774688243865967
52,0.49189239740371704,3.8102760314941406,0.00025,0.5090228915214539,1.3909558057785034
53,0.4907676577568054,3.8484020233154297,0.00025,0.5048415660858154,1.4167181253433228
54,0.49901583790779114,3.797600030899048,0.00025,0.5074824094772339,1.3922876119613647
55,0.48561251163482666,3.8359148502349854,0.00025,0.5283890962600708,1.3390744924545288
56,0.49282968044281006,3.797389507293701,0.00025,0.5270686745643616,1.3313839435577393
